Name,Cuisine,Ranking,Rating,Price,ReviewCount,Reviews,URL_TA
Cafe Restaurant George,['German'],5503.0,4.0,Medium,5.0,"[['Nice restaurant fair prices', 'Excellent'], ['12/10/2016', '12/26/2014']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d5519473-Reviews-Cafe_Restaurant_George-Berlin.html
May am Ufer,"['European', 'Italian', 'Cafe', 'Fusion', 'Wine Bar', 'Central European', 'Vegetarian Friendly']",5504.0,3.5,Medium,26.0,"[['Don’t hold your breath.', 'Expensive. Rude.'], ['10/04/2017', '10/15/2016']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d7718846-Reviews-May_am_Ufer-Berlin.html
Cafe Rossia Berlin,['Eastern European'],5508.0,3.5,Low,19.0,"[['just another cafeteria, but .....', 'Great tasty cheap eats'], ['08/23/2016', '02/27/2016']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d2316607-Reviews-Cafe_Rossia_Berlin-Berlin.html
Kiez99 Village Market,"['Bar', 'Cafe', 'International', 'European', 'Street Food']",5511.0,3.5,Low,3.0,"[['Fine', 'A must when visiting Berlin!'], ['11/30/2016', '08/23/2016']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d10542527-Reviews-Kiez99_Village_Market-Berlin.html
Terzo Mondo,"['Mediterranean', 'Greek']",5512.0,3.0,Medium,39.0,"[['Would not recommend it', 'Wonderful atmosphere'], ['10/07/2017', '11/05/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d958892-Reviews-Terzo_Mondo-Berlin.html
Bella Italia,['Italian'],5513.0,3.5,Medium,20.0,"[['Pleasant but chauvinist', 'Bella SURPRISE!'], ['04/17/2017', '10/04/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d4878581-Reviews-Bella_Italia-Berlin.html
Chi Sing,"['Asian', 'Thai', 'Vietnamese', 'Vegetarian Friendly']",5514.0,4.0,Medium,52.0,"[['This is a smallish restaurant serving good...', 'Unfortunately I cannot give no rate!'], ['10/18/2017', '08/24/2016']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1134933-Reviews-Chi_Sing-Berlin.html
Phan Gia,"['Chinese', 'Vietnamese']",5518.0,3.5,Medium,12.0,"[['Shocked At How Bad The Food Is', 'Outstanding Asian food'], ['02/27/2017', '09/04/2016']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d6960433-Reviews-Phan_Gia-Berlin.html
Pizza Point,"['Italian', 'German', 'Pizza']",5524.0,3.5,Low,33.0,"[['Nice currywurst and chips!', 'better than it looks'], ['07/05/2017', '06/01/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d3405691-Reviews-Pizza_Point-Berlin.html
Steakhouse San Diego,"['Steakhouse', 'Barbecue']",5525.0,3.5,Medium,51.0,"[['Fake coins', 'Great Steakhouse in Berlin'], ['08/16/2017', '07/10/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d2299596-Reviews-Steakhouse_San_Diego-Berlin.html
Attila Hildmann Vegan Food,"['Vegetarian Friendly', 'Vegan Options', 'Gluten Free Options']",5527.0,3.0,Medium,62.0,"[['Pure marketing, but good food', 'Delicious and flavorful Burgers'], ['11/15/2017', '12/12/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d12428601-Reviews-Attila_Hildmann_Vegan_Food-Berlin.html
Restaurant Tapas,"['Mediterranean', 'European', 'Spanish', 'Vegetarian Friendly']",5530.0,3.5,Medium,69.0,"[['When the boss is in, stay out!', 'Tapas bar'], ['06/24/2017', '11/14/2016']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d3536752-Reviews-Restaurant_Tapas-Berlin.html
La Parrilla,"['Argentinean', 'Steakhouse']",5532.0,3.5,Medium,142.0,"[['Not so bad', 'Big portions and good value!'], ['01/03/2018', '11/08/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1719043-Reviews-La_Parrilla-Berlin.html
Wellenreiter,"['European', 'Central European', 'German', 'Bar', 'Cafe']",5535.0,3.0,Medium,35.0,"[['Friendly staff and food was ok', 'Just ok'], ['11/20/2017', '06/10/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1915643-Reviews-Wellenreiter-Berlin.html
Wirtshaus Alte Stadt-Mauer,['German'],5543.0,4.0,Medium,12.0,"[['Delicious food and excellent service', 'Great fun'], ['06/16/2015', '06/11/2015']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d3367136-Reviews-Wirtshaus_Alte_Stadt_Mauer-Berlin.html
Thai Phi Set,['Thai'],5545.0,4.0,Low,10.0,"[['Very good!', 'Very cheap, great quality Thai snack bar i...'], ['07/08/2017', '12/13/2015']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1343109-Reviews-Thai_Phi_Set-Berlin.html
Naninka,"['Peruvian', 'Latin', 'Seafood', 'Spanish', 'South American', 'Vegetarian Friendly', 'Gluten Free Options']",5546.0,5.0,Medium,21.0,"[['Super😜👌', 'A hidden secret'], ['10/08/2017', '09/20/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d10132538-Reviews-Naninka-Berlin.html
Trattoria Felino,"['Italian', 'Steakhouse', 'Pizza']",5551.0,3.5,Medium,5.0,"[['Great pizza! Friendly service!', 'If you close let trip advisor know about i...'], ['05/25/2016', '08/10/2015']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1037211-Reviews-Trattoria_Felino-Berlin.html
Trofeo,"['European', 'Central European', 'Vegetarian Friendly', 'Vegan Options']",5552.0,3.5,Medium,38.0,"[['The place to eat for old car lovers', 'Good food and great cars.'], ['11/21/2017', '07/31/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d3651660-Reviews-Trofeo-Berlin.html
Seven Spices,"['International', 'Thai', 'South American']",5557.0,4.0,Low,15.0,"[['Bad vibes', 'Good prices, decent food'], ['03/13/2016', '10/29/2015']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d6753035-Reviews-Seven_Spices-Berlin.html
Pasteur,"['French', 'Asian', 'Vietnamese']",5558.0,3.5,Low,4.0,"[['Great Vietnamese food', 'Not to be recommended! Frozen food!'], ['09/30/2017', '11/12/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d12652737-Reviews-Pasteur-Berlin.html
Matador,['Mexican'],5560.0,3.0,Medium,19.0,"[['Value Drinks', ""Want to dine out alone? Don't do it here!""], ['06/21/2017', '05/30/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d7145797-Reviews-Matador-Berlin.html
Trattoria Siciliana,['Italian'],5564.0,3.5,Medium,9.0,"[['Good pizza', 'Great Sicilian food'], ['10/03/2017', '11/06/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d8686630-Reviews-Trattoria_Siciliana-Berlin.html
Rothaus,"['Pub', 'Gastropub']",5565.0,3.5,Medium,15.0,"[['Cozy little gem', 'Good meats'], ['11/13/2017', '09/12/2016']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d6496892-Reviews-Rothaus-Berlin.html
Kulturzeit,['Cafe'],5566.0,3.5,Medium,27.0,"[['Friendly restaurant', 'Very disppointing'], ['06/28/2016', '05/26/2016']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d951224-Reviews-Kulturzeit-Berlin.html
Beef Bar,"['Steakhouse', 'Mediterranean']",5567.0,3.5,High,20.0,"[['Best steak of my life!', 'Mentally rude manager and staff, worst exp...'], ['01/17/2017', '05/04/2015']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d6701539-Reviews-Beef_Bar-Berlin.html
Bistro Mainhattan,"['German', 'European', 'Central European']",5568.0,3.0,Medium,8.0,"[['Lunch at the Bistro'], ['08/29/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1356255-Reviews-Bistro_Mainhattan-Berlin.html
Trattoria Lo Spaghettino,['Italian'],5570.0,3.5,Medium,15.0,"[['Surprisingly good', 'Terrible Experience'], ['10/15/2017', '06/26/2016']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d4444920-Reviews-Trattoria_Lo_Spaghettino-Berlin.html
Swadi,['Vegetarian Friendly'],5571.0,3.5,Medium,21.0,"[['Indian restaurant', 'Great Drink- Super food'], ['05/30/2015', '08/06/2014']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d2023322-Reviews-Swadi-Berlin.html
matzbach,['International'],5573.0,3.5,Medium,29.0,"[['Nice and cosy', 'Vino'], ['09/16/2017', '09/18/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1359394-Reviews-Matzbach-Berlin.html
Mirika,"['German', 'Cafe']",5574.0,4.0,Medium,8.0,"[['Delicious brunch', 'Great place!'], ['08/22/2016', '06/16/2016']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d10222082-Reviews-Mirika-Berlin.html
Salumeria Pizza Pasta,"['Pizza', 'Seafood', 'Italian']",5575.0,4.0,Low,13.0,"[['Good Value, Horrible People', 'Great place hidden in the shopping centre'], ['09/24/2016', '08/02/2015']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d3674587-Reviews-Salumeria_Pizza_Pasta-Berlin.html
Parantez,"['European', 'Spanish', 'Vegetarian Friendly']",5579.0,4.5,Medium,24.0,"[['Delicious tapas!', 'Delicious homemade (nd cheap) food, cheap...'], ['11/20/2017', '11/10/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d7932729-Reviews-Parantez-Berlin.html
Cafe Bistro Les Amis,['French'],5588.0,3.5,Medium,7.0,"[['Good salad and stew', 'Tasty baguettes and a good Latte'], ['06/22/2017', '11/29/2016']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d9702813-Reviews-Cafe_Bistro_Les_Amis-Berlin.html
Rayo de Sol,"['Steakhouse', 'International', 'Grill', 'Argentinean', 'South American']",5593.0,3.5,Medium,12.0,"[['Supposedly a steakhouse', 'Rip Off Del Sol!'], ['03/17/2016', '02/14/2016']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d7784014-Reviews-Rayo_de_Sol-Berlin.html
Okiniiri sushi,"['Asian', 'Japanese', 'Sushi']",5595.0,3.5,Medium,6.0,"[['Good'], ['10/27/2016']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d4367032-Reviews-Okiniiri_sushi-Berlin.html
Vineria Bar Gallina,['Italian'],5596.0,3.5,Medium,12.0,"[['Good food, good wine list, cozy atmosphere', 'Nice but badly overpriced'], ['02/19/2017', '05/05/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d5496909-Reviews-Vineria_Bar_Gallina-Berlin.html
Restaurant Pardis,"['Grill', 'Middle Eastern', 'Persian', 'Vegetarian Friendly', 'Vegan Options']",5598.0,4.0,Medium,10.0,"[['Amazing Persian!!!', 'Very Good Food!'], ['03/23/2017', '11/29/2016']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d10056866-Reviews-Restaurant_Pardis-Berlin.html
Forsthaus Paulsborn,"['German', 'European', 'Central European']",5600.0,3.0,Medium,103.0,"[['The Restaurant is very Hunting Lodge - Ama...', 'Forest-like setting with a view'], ['08/08/2017', '07/30/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1036950-Reviews-Forsthaus_Paulsborn-Berlin.html
Cafe Lisboa,"['Mediterranean', 'European', 'Portuguese', 'Cafe']",5603.0,3.5,Medium,22.0,"[['Tapas for lunch', 'Rude Service'], ['09/24/2017', '03/01/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d5259744-Reviews-Cafe_Lisboa-Berlin.html
Pizzeria Roma,['Pizza'],5605.0,3.0,Medium,5.0,"[['Best Italian food in Berlin'], ['09/28/2015']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d5526751-Reviews-Pizzeria_Roma-Berlin.html
TuBi,['Vietnamese'],5609.0,4.5,Medium,21.0,"[['Disappointing', 'A vietnamese heaven. At EBERSWALDERSTRASSE...'], ['04/29/2017', '08/28/2016']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1062539-Reviews-TuBi-Berlin.html
NOMAD Bar,['Bar'],5610.0,5.0,Low,3.0,"[['Relaxing spot!', 'Lovely experience'], ['03/03/2016', '11/16/2015']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d6351299-Reviews-NOMAD_Bar-Berlin.html
Kashmir,['Indian'],5612.0,3.5,Low,11.0,"[['Dinner', 'Got badly screwed!'], ['12/09/2017', '08/17/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d10268422-Reviews-Kashmir-Berlin.html
Blacklist Bar Berlin,['Bar'],5617.0,5.0,High,5.0,"[['A cool find! Great place to go for evening...', '... if you need to know ...'], ['01/10/2018', '09/12/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d12869183-Reviews-Blacklist_Bar_Berlin-Berlin.html
Cindy’s Diner Airport Berlin Schoenefeld,['American'],5627.0,3.0,Low,20.0,"[['Great burger', 'Bad choice to eat'], ['08/04/2017', '01/12/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d6122807-Reviews-Cindy_s_Diner_Airport_Berlin_Schoenefeld-Berlin.html
Kantin,['Cafe'],5634.0,3.0,Medium,7.0,"[['Cosy little café.', 'Okay food, terrible service.'], ['12/20/2015', '04/21/2015']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d7827859-Reviews-Kantin-Berlin.html
Colo Colo Empanadas,"['Chilean', 'South American', 'Central American']",5640.0,3.5,Medium,4.0,"[['Nothing to rave about - sadly'], ['04/26/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d10440695-Reviews-Colo_Colo_Empanadas-Berlin.html
Borsig-B,"['German', 'Contemporary', 'Healthy']",5644.0,3.5,Medium,16.0,"[['A small restaurant, maybe need a reservati...', 'Great Service Great Vibe'], ['04/12/2016', '11/12/2015']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1340252-Reviews-Borsig_B-Berlin.html
Flockys Schneeeis,['Cafe'],5654.0,3.0,Low,3.0,"[['Funny but not really ICE'], ['10/02/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d12455893-Reviews-Flockys_Schneeeis-Berlin.html
Vibes Restaurant,"['Asian', 'Vietnamese']",5656.0,5.0,Low,8.0,"[['Tasty vietnamese food', 'Nice surprise'], ['09/27/2017', '06/17/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d10941481-Reviews-Vibes_Restaurant-Berlin.html
CANTINO am Alex,"['German', 'Asian']",5658.0,3.5,Low,2.0,"[['very good food, drinks and service for a c...'], ['07/09/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d12611636-Reviews-CANTINO_am_Alex-Berlin.html
Rote Harfe,"['German', 'European', 'International', 'Central European', 'Vegetarian Friendly']",5659.0,3.5,Medium,34.0,"[['Tasty food', 'Great Breakfast, friendly staff, good atmo...'], ['07/14/2016', '04/09/2016']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1422339-Reviews-Rote_Harfe-Berlin.html
Restaurant Neumann`s,"['German', 'European']",5660.0,3.5,Medium,63.0,"[['Good', 'Buffet Breakfast when staying at the hotel...'], ['04/11/2017', '02/13/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1346056-Reviews-Restaurant_Neumann_s-Berlin.html
Reinhard's Landhaus,"['German', 'European', 'Central European', 'International']",5665.0,3.5,Medium,62.0,"[['Classic Grunewald Restaurant', 'Underwhelming'], ['03/06/2017', '06/22/2016']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1818902-Reviews-Reinhard_s_Landhaus-Berlin.html
Restaurant Cafe Bar Maibach,"['Cafe', 'Mediterranean']",5666.0,3.5,Medium,38.0,"[[""Over an hour's wait for food"", 'Well located in a Good area'], ['01/02/2016', '12/09/2015']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d2721216-Reviews-Restaurant_Cafe_Bar_Maibach-Berlin.html
Escendo,"['Italian', 'Pizza']",5673.0,3.5,Low,7.0,"[['Half of the order missing.', 'Keep it Simple!'], ['08/20/2017', '07/01/2015']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d5607534-Reviews-Escendo-Berlin.html
Cafe & Bar Sarotti-Hoefe,"['Bar', 'Pub', 'Wine Bar']",5676.0,3.5,Medium,23.0,"[['Nice place', 'Disappointed'], ['11/20/2017', '11/19/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d3983156-Reviews-Cafe_Bar_Sarotti_Hoefe-Berlin.html
Fitbar,['Healthy'],5680.0,5.0,Low,3.0,"[['Healthy living on holiday', 'Fresh and healthy quick stop'], ['11/29/2017', '02/08/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d11885118-Reviews-Fitbar-Berlin.html
China Restaurant Sonne,"['Chinese', 'Asian', 'Mongolian']",5681.0,3.0,Medium,73.0,"[['Bit of a Mixed Bag', 'NEVER EVER AGAIN'], ['05/27/2016', '11/29/2015']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d3324582-Reviews-China_Restaurant_Sonne-Berlin.html
Sakura Japanisches Restaurant,"['Chinese', 'Japanese', 'Sushi', 'Asian', 'Vegetarian Friendly']",5682.0,3.0,Medium,72.0,"[['Tired and Hungry', 'All you can eat dinner'], ['12/13/2017', '10/30/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d5517791-Reviews-Sakura_Japanisches_Restaurant-Berlin.html
Irish Harp Pub,"['Bar', 'European', 'Pub', 'Irish', 'British']",5683.0,3.5,Medium,87.0,"[['Guinness is different', 'As expected'], ['09/26/2017', '04/07/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d2347697-Reviews-Irish_Harp_Pub-Berlin.html
Lorettas Almhutte,"['Austrian', 'European']",5685.0,3.5,Medium,9.0,"[['Very good value for money'], ['08/12/2016']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d10288844-Reviews-Lorettas_Almhutte-Berlin.html
You Me Sushi & Asia Food,['Asian'],5687.0,3.5,Medium,4.0,"[['Tasty and inexpensive'], ['10/14/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d8510475-Reviews-You_Me_Sushi_Asia_Food-Berlin.html
"Relax Food, Drinks & You","['Bar', 'Fast Food', 'Pub', 'Wine Bar', 'Street Food']",5688.0,3.5,Medium,2.0,"[['Mercure Hotel bar', 'Local wines, friendly staff'], ['12/01/2017', '03/09/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d12124241-Reviews-Relax_Food_Drinks_You-Berlin.html
Cafe Casero,['International'],5689.0,4.5,Low,10.0,"[['Solid & good value', 'Best breakfast in Berlin'], ['07/06/2017', '09/09/2015']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d3255335-Reviews-Cafe_Casero-Berlin.html
Berlin Kitchen,['International'],5698.0,4.0,Low,5.0,"[['Really bad service!', 'Delicious Home-made food!'], ['11/22/2017', '12/07/2016']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d10792015-Reviews-Berlin_Kitchen-Berlin.html
Volksbar,"['Bar', 'Pub']",5699.0,3.5,Medium,10.0,"[['Nice staff, weak pours', 'Nic bar in central Mitte'], ['11/10/2017', '02/11/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d8554952-Reviews-Volksbar-Berlin.html
Salina,['Pizza'],5700.0,3.0,Medium,9.0,"[['Good food, family-friendly, nice Location'], ['02/02/2014']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1349358-Reviews-Salina-Berlin.html
R - Restaurant,"['German', 'Vegan Options']",5701.0,4.0,Medium,6.0,"[[], []]",https://www.tripadvisor.com/Restaurant_Review-g187323-d8660602-Reviews-R_Restaurant-Berlin.html
Lodd Thai Imbiss,['Thai'],5704.0,3.5,Low,7.0,"[['Not good Thai food', ""Don't get the pad thai""], ['10/08/2016', '07/25/2016']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d7253946-Reviews-Lodd_Thai_Imbiss-Berlin.html
Tokio,"['Japanese', 'Sushi', 'Asian', 'Seafood']",5708.0,3.5,Medium,31.0,"[['Terrible Service. Expensive. Only Go If De...', 'Fresh & Delicious'], ['10/14/2017', '09/10/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1342740-Reviews-Tokio-Berlin.html
Ristorante il Mulino,"['Italian', 'Mediterranean']",5709.0,4.0,Medium,59.0,"[['A Hidden Gem in our Neighbourhood', 'Well known in the south-west of Berlin'], ['02/24/2017', '04/25/2016']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d5890471-Reviews-Ristorante_il_Mulino-Berlin.html
Brooks Burger & Pizza,['American'],5712.0,3.0,Medium,4.0,"[[], []]",https://www.tripadvisor.com/Restaurant_Review-g187323-d9607837-Reviews-Brooks_Burger_Pizza-Berlin.html
Chipperfield Kantine,['International'],5716.0,3.0,Low,11.0,"[['This place is a joke', 'Perfect Bruch/Lunch place in Mitte'], ['03/10/2017', '11/19/2016']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d6784064-Reviews-Chipperfield_Kantine-Berlin.html
Trattoria Giovanni,['Italian'],5717.0,4.0,Medium,11.0,"[['Nice food', 'It felt more like a Spanish restaurant tha...'], ['01/26/2016', '07/08/2015']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d7368431-Reviews-Trattoria_Giovanni-Berlin.html
Spluffin Store,"['French', 'American', 'German']",5720.0,4.5,Medium,5.0,"[['Nice, but expensive for the area'], ['10/29/2016']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d10086773-Reviews-Spluffin_Store-Berlin.html
Cantinalou,['Italian'],5722.0,3.5,Medium,4.0,"[['OK, but only just', 'Cool'], ['11/27/2017', '12/01/2016']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d10828678-Reviews-Cantinalou-Berlin.html
Cafe Freysinn,['International'],5723.0,3.5,Medium,5.0,"[['Decent bistro food, good prices', 'Nice bistro'], ['01/07/2017', '05/19/2014']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d6650337-Reviews-Cafe_Freysinn-Berlin.html
Veli's,['German'],5724.0,3.0,Medium,33.0,"[['Average decent restaurant...not one to go...', 'Add less salt.'], ['11/03/2017', '02/16/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1360104-Reviews-Veli_s-Berlin.html
Aarju,['Indian'],5733.0,3.0,Medium,13.0,"[['Authentic Indian food expertly prepared.'], ['12/18/2015']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d2435461-Reviews-Aarju-Berlin.html
Trattoria dell'Arte,"['Italian', 'Pizza']",5738.0,3.5,Medium,16.0,"[['Quite Good, but limited menu, lovely to si...', 'Very good'], ['07/11/2017', '04/20/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d4509575-Reviews-Trattoria_dell_Arte-Berlin.html
Burger World,['Fast Food'],5739.0,3.0,Low,23.0,"[['Long waits & lots of mistakes. Enough for...', 'Tasty!'], ['01/03/2018', '01/25/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1867346-Reviews-Burger_World-Berlin.html
Tomasa - Zehlendorf,['Vegetarian Friendly'],5740.0,3.5,Medium,74.0,"[['Very quiet nice restaurant with nice terra...', 'Riskless Business Breakfast Restaurant'], ['06/11/2017', '02/10/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1219332-Reviews-Tomasa_Zehlendorf-Berlin.html
Delikato,['Turkish'],5741.0,3.5,Low,22.0,"[['Terrible, worst place ever !!!!', 'Best donair I had in Berlin, cool atmosphe...'], ['07/30/2017', '07/31/2016']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d6764543-Reviews-Delikato-Berlin.html
Blockhaus Nikolskoe,['German'],5742.0,3.5,Medium,60.0,"[['Great place for Duck n Goose', 'Summer lunch in the forest'], ['08/20/2017', '08/24/2016']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1037219-Reviews-Blockhaus_Nikolskoe-Berlin.html
Veracruz,"['Latin', 'Spanish']",5743.0,3.5,Low,13.0,"[['Trying To Please Everyone', 'Nothing at all for gourmets, crazy restaur...'], ['06/28/2017', '05/23/2015']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d3157087-Reviews-Veracruz-Berlin.html
L'Epicerie,['French'],5748.0,3.5,Low,6.0,"[['Plate for two is a rip-off', 'Pleasant neighborhood cafe with French lea...'], ['08/06/2016', '08/12/2015']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d2622554-Reviews-L_Epicerie-Berlin.html
Asia Restaurant Sonne,"['Chinese', 'Japanese', 'Asian']",5750.0,3.0,Medium,7.0,"[['Frindly service and a smile', 'Huge portions of yummy food'], ['08/30/2017', '07/11/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d12118124-Reviews-Asia_Restaurant_Sonne-Berlin.html
Ho Lee,"['Chinese', 'Asian', 'Vegetarian Friendly']",5751.0,3.0,Medium,37.0,"[['Chinese food of decent quality and price', 'Decent southern Chinese food'], ['03/19/2017', '09/24/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d2250583-Reviews-Ho_Lee-Berlin.html
MILO Restaurant,"['Mediterranean', 'Middle Eastern', 'Israeli', 'Kosher']",5753.0,4.0,Medium,17.0,"[['Nice food, a little pricey and far removed...', 'Good Kosher food'], ['12/18/2017', '09/19/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d4746121-Reviews-MILO_Restaurant-Berlin.html
Allermunde in Friedrichshain,"['Italian', 'Pizza', 'Mediterranean']",5756.0,3.5,Low,7.0,"[['Nice pizzas'], ['09/23/2015']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d8557317-Reviews-Allermunde_in_Friedrichshain-Berlin.html
Redo Xxl,"['German', 'Central European']",5759.0,3.0,Medium,105.0,"[['WOW !!!!', 'Absolutely humongous portions'], ['05/05/2017', '10/25/2016']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d6019807-Reviews-Redo_Xxl-Berlin.html
Mensa HU Nord,"['Italian', 'Chinese', 'Indian', 'German', 'Spanish']",5766.0,3.5,Low,5.0,"[[""Berlin's Cheapest Eats - But Definitely Qu..."", 'Best place to have lunch with a reasonable...'], ['11/02/2016', '11/15/2015']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d8814472-Reviews-Mensa_HU_Nord-Berlin.html
Kaffeestube,"['German', 'European']",5767.0,3.0,Medium,95.0,"[['Very good traditional food in quiet locat...', 'Another great visit.'], ['11/28/2017', '08/25/2017']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d3675042-Reviews-Kaffeestube-Berlin.html
Ars Vivendi,['Italian'],5774.0,4.0,Medium,18.0,"[['Genuine italian food', 'we come to Berlin every year and we come t...'], ['04/13/2016', '03/25/2016']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d2632081-Reviews-Ars_Vivendi-Berlin.html
Kutscherstubchen,['European'],5776.0,3.5,Low,4.0,"[['Food was ok, service very friendly'], ['08/16/2015']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d2223620-Reviews-Kutscherstubchen-Berlin.html
Wirtshaus Moorlake,"['German', 'European', 'Central European']",5778.0,3.5,Medium,61.0,"[['Perfect', 'Traditional German restaurant'], ['10/07/2016', '04/29/2016']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d1930090-Reviews-Wirtshaus_Moorlake-Berlin.html
Isolde,['International'],5780.0,4.0,Medium,10.0,"[['Nice wooden floors, white walls, excellent...', 'Nice place'], ['08/10/2016', '07/30/2016']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d10375140-Reviews-Isolde-Berlin.html
San Marino,['Italian'],5783.0,3.5,Medium,11.0,"[['A disaster', 'Kindness personified'], ['10/30/2017', '10/24/2013']]",https://www.tripadvisor.com/Restaurant_Review-g187323-d2203889-Reviews-San_Marino-Berlin.html
